id,listing_url,scrape_id,last_scraped,name,description,host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,rating_vs_accuracy
777343752379278987,https://www.airbnb.com/rooms/777343752379278987,20250926170004.0,2025-09-27,"Apto 3 Qtos, Recreio, RJ- Brasil","Allow yourself to dream, relax with the whole family in this spacious and comfortable space, explore the best of Recreio, the beauty of its beaches, close to Barra da Tijuca, Prainha, Grumari, Praia do Secreto, B. Guaratiba and Vargens, with trails, parks and unmissable tours. We have short and long stays.<br />Close to BRT N. Barra and Rio Metro, easy access to Z. Sul and C. da Cidade.<br />Close to the abundant gastronomy, malls, commerce, bakeries, pharmacies and several kiosks on the waterfront, within walking distance.",2022-12-03,Recreio dos Bandeirantes,-23.01905,-43.46891,Entire home/apt,4.0,2.0,3.0,3.0,363.0,4.97,5.0,False
1479998430659035647,https://www.airbnb.com/rooms/1479998430659035647,20250926170004.0,2025-09-27,Apartamento Espaçoso e Iluminado,"Located on the block of Copacabana beach, close to upscale neighborhoods such as Ipanema and Lagoa Rodrigo de Freitas, this apartment is ideal for your stay in the wonderful city. The region could not be better: gastronomy, shopping, transportation and leisure options abound, and Copacabana beach is just a few steps away! The property has a full kitchen, a large bedroom, a renovated bathroom and a comfortable living room, with a work table, meeting the demand of those who travel while working from home.",2015-01-30,Copacabana,-22.9810722,-43.1908898,Entire home/apt,2.0,1.0,1.0,1.0,202.0,5.0,5.0,True
1268171130968327546,https://www.airbnb.com/rooms/1268171130968327546,20250926170004.0,2025-09-27,"Edifício mackenzie,Copacabana,Rio de janeiro","Beautiful apartment in the heart of Copacabana, located 200 meters from the beach, with two beautiful suites. The apartment has a reversible office with a cozy sofa bed that turns into another suite. In addition to having a toilet. The kitchen is fully equipped and modern. In the service area, there is a dryer and washing machine. The apartment contains 5 air-conditioning units and all windows are anti-noise. The internet covers the entire apartment. And the building has two elevators and 24-hour concierge.",2020-09-22,Copacabana,-22.9706212,-43.1854667,Entire home/apt,5.0,4.0,3.0,2.0,2446.0,,,False
1065807701871854264,https://www.airbnb.com/rooms/1065807701871854264,20250926170004.0,2025-09-27,Gracinha no coração de Copacabana,This special place is close to everything and is ideal to plan your visit in Copacabana!,2012-05-07,Copacabana,-22.969038125309552,-43.1866966187954,Entire home/apt,2.0,1.0,1.0,1.0,231.0,4.57,4.71,False
1145825985075991757,https://www.airbnb.com/rooms/1145825985075991757,20250926170004.0,2025-09-27,Bem localizado e perto da praia,"1 Bedroom, 3 Beds, Kitchen with appliances and well located",2024-04-29,Copacabana,-22.96544763240984,-43.1813171133399,Entire home/apt,3.0,1.0,1.0,3.0,1500.0,,,False
1221870680399044149,https://www.airbnb.com/rooms/1221870680399044149,20250926170004.0,2025-09-27,Apartamento 300m do Rock in Rio,"3 bedroom apartment located 300m from the main entrance of Rock in Rio, - Only cross the street, near the main beaches of Rio de Janeiro, in front of the main public transport station and taxi points.<br /><br />Air conditioning in all rooms, Smart tv and wi-fi included.<br /><br />Parking for 1 car included.",2022-03-28,Jacarepaguá,-22.9704705,-43.3947012,Entire home/apt,8.0,2.0,3.0,4.0,3000.0,5.0,5.0,True
1274742990464221665,https://www.airbnb.com/rooms/1274742990464221665,20250926170004.0,2025-09-27,"Leblon, poucos metros da praia, vista Cristo, 4 p.","- Visits not allowed in the property. Only previously registered guests, according to the house rules.<br />- We ask for basic hygiene and conservation of the property.<br />Cozy, high floor, bright and airy, family building, best point of Leblon. Large windows, view of Christ the Redeemer and Rodrigo de Freitas Lagoon. Sofa bed, air-conditioning, Smart TV, 1 full bedroom, 1 full bathroom + 1 service bathroom with toilet and sink, full kitchen, area with washing machine and clothesline.",2014-03-31,Leblon,-22.9838188,-43.2213521,Entire home/apt,4.0,1.5,1.0,2.0,496.0,4.95,5.0,False
1341353863203072226,https://www.airbnb.com/rooms/1341353863203072226,20250926170004.0,2025-09-27,Carnaval - No coração de Copa,"Large, elegant and quiet apartment, ideal for those looking for comfort and tranquility. Tastefully decorated, it offers air conditioning in all rooms, ensuring well-being at any time of the year. Strategic location, close to shops, restaurants and public transportation, making your stay practical and enjoyable. Perfect to relax after a day exploring the city. Come and feel at home!",2016-10-16,Copacabana,-22.96611,-43.18288,Entire home/apt,8.0,1.0,1.0,1.0,1800.0,,,False
49131148,https://www.airbnb.com/rooms/49131148,20250926170004.0,2025-09-27,"Studio Silencioso, Internet 120mbps + Smart TV a 5 minutos a pé das praias de Copacabana, Ipanema e Arpoador e 100 metros do Metro #074.IP","Full studio, kitchen with all the utensils, dining table with 2 chairs, WiFi, cable TV via WIFI, air conditioning and ceiling fan.<br />Queen bed (198cm x 158cm); blackout curtain;; two burner stove; microwave; fridge; coffee maker; blender; toaster<br />Safe place, with nearby subway, restaurants, bars, pharmacy and supermarket 24hrs, with many leisure options nearby.<br />Great location, next to the beaches of Ipanema and Copacabana.",2013-09-21,Copacabana,-22.98286,-43.19281,Entire home/apt,2.0,1.0,1.0,1.0,25000.0,,,False
41103038,https://www.airbnb.com/rooms/41103038,20250926170004.0,2025-09-27,Espaço aconchegante em Copacabana,"Small apartment, great for a couple or one person only. Great location, safe building.<br /><br />REVELLION  PACKAGE 7 <br />days - R$5,000.00",2014-01-24,Copacabana,-22.97183,-43.1889,Entire home/apt,2.0,1.0,1.0,0.0,220.0,4.57,4.43,False
7123787,https://www.airbnb.com/rooms/7123787,20250926170004.0,2025-09-27,"Copacabana Etrusco - 2 qts e sala, frente!","Rooms with closets and full kitchen! Safe building with a 24-hour doorman, all the facilities in the neighborhood, ample commerce and easy transportation to the whole city for 24 hours.<br /><br />Obs. It does not have a garage.",2015-07-02,Copacabana,-22.97059,-43.18767,Entire home/apt,6.0,1.0,2.0,3.0,135.0,4.8,4.83,False
1135687611259544493,https://www.airbnb.com/rooms/1135687611259544493,20250926170004.0,2025-09-27,Lindo Studio em Copacabana,"This stylish, central accommodation. Next to all the conveniences of Copacabana.<br />One block of the Siqueira Campos Metro, Copacabana Shopping Center, 5 minutes from beach walk<br />Secure condominium with 24-hour condominium and covered parking space.",2016-02-20,Copacabana,-22.96334,-43.18909,Entire home/apt,2.0,1.0,1.0,2.0,486.0,5.0,5.0,True
6385283,https://www.airbnb.com/rooms/6385283,20250926170004.0,2025-09-27,Suite em frente ao Metrô,"Comfortable en-suite in a family building, with 24-hour concierge and security. Located in a neighborhood with lots of shopping and leisure options. Right in FRONT of the subway, next to large markets and restaurants. Easy access to a number of tourist attractions.<br />Check-in and check-out times are flexible, however, when we have guests arriving or departing on the same day, we usually arrange check-out by 11 a.m. and check-in after 2 p.m. These adjustments are made through messaging.",2015-05-13,Flamengo,-22.93919,-43.17711,Private room,1.0,1.0,1.0,1.0,110.0,4.93,4.89,False
1051406976926429353,https://www.airbnb.com/rooms/1051406976926429353,20250926170004.0,2025-09-27,Extraordinária Cobertura vista Cristo e Praia,Have fun with the whole family in this stylish place.,2016-12-08,Botafogo,-22.9508545,-43.1822891,Entire home/apt,6.0,1.0,3.0,4.0,485.0,4.8,4.79,False
1358654791009977159,https://www.airbnb.com/rooms/1358654791009977159,20250926170004.0,2025-09-27,Cantinho charmoso em Copacabana,"Relax with your family or friends in this beautiful apartment, with a great location in Copacabana. <br /><br />The apartment is close to the subway and all the neighborhood's shops, and 5 minutes from the beach!",2025-02-17,Copacabana,-22.9719164,-43.1896473,Entire home/apt,4.0,1.0,1.0,2.0,186.0,5.0,5.0,True
1159550629739881809,https://www.airbnb.com/rooms/1159550629739881809,20250926170004.0,2025-09-27,KIT próxima do Shopping Leblon,"Kit in vertical popular community (Cruzada São Sebastião), near Shopping Leblon. Excellent cost/benefit. <br />It is on the 1st floor of the 2nd block with entrance (50m) from Rua Borges de Medeiros. For those who do not have a community experience, WE WARN that the external environment is very simple (sometimes noisy) , but the internal part is all new. It has split, kitchen with all utensils for meal preparation. <br />LOCATION:<br />Shopping Leblon:  next door<br />Beach: 400 meters<br />Metro: 200m<br />Lagoa Rodrigues de Freitas: 400m",2024-04-14,Leblon,-22.982122,-43.2153955,Entire home/apt,3.0,1.0,1.0,1.0,144.0,4.65,4.76,False
970632574738868079,https://www.airbnb.com/rooms/970632574738868079,20250926170004.0,2025-09-27,novo lar,"Apartment in Recreio dos Bandeirantes posto 12 <br />2 bedrooms, living room, kitchen is entire AP bathroom, well located close to markets pharmacies restaurants bars shopping malls etc... 1 block from the beach less than 100 meters<br />Distance from the main points of events: Rio centro (8.4 km), Barra Olympic Park (13km), Maracanã (39 km), Engenhão-estádio Nilton Santos (31km).",2022-12-14,Recreio dos Bandeirantes,-23.029675173731214,-43.47261942923069,Entire home/apt,5.0,1.0,2.0,4.0,171.0,4.76,4.62,False
21890002,https://www.airbnb.com/rooms/21890002,20250926170004.0,2025-09-27,Apartamento na Praia do Flamengo - Rio de Janeiro,"Este apartamento dispõe de ar-condicionado em todos os cômodos e WiFi gratuito. <br /><br />Também cozinha com fogão, micro-ondas e utensílios domésticos como liquidificador e cafeteira. <br /><br />Para sua comodidade, toalhas e roupa de cama são fornecidas neste apartamento completo. O banheiro privativo inclui chuveiro com água aquecida. <br /><br />Esta acomodação é avaliada pelo melhor custo-benefício no Rio de Janeiro! O dinheiro dos hóspedes vale mais, quando comparado com outras acomodações nesta cidade.",2014-02-17,Glória,-22.92511,-43.17448,Entire home/apt,5.0,1.5,2.0,5.0,206.0,4.93,4.93,True
8472677,https://www.airbnb.com/rooms/8472677,20250926170004.0,2025-09-27,Rio003 - Contemporary house with pool in São Conra,"Stunning luxury, modern villa located in lush and tropical Joatinga, with infinity pool and breathtaking ocean views. This beautiful villa is situated next to the Gavea Golf & Country Club, at the foothill entrance to the chic neighborhood that is Joatinga.",2014-10-21,São Conrado,-22.99897,-43.27582,Entire home/apt,10.0,6.0,5.0,5.0,23429.0,,,False
1434944895970806217,https://www.airbnb.com/rooms/1434944895970806217,20250926170004.0,2025-09-27,Leblon Praia e Shopping,"Leblon is the best neighborhood in Rio de Janeiro. Two blocks from the beach. Without relying on public transportation, close to excellent restaurants, subway, shop, market, mall, bank, pharmacy, bakery and more; this place will make your stay practical and pleasant, offering a well-equipped kitchen , dining room for 6, basic cable tv in a spacious living room and Wi-Fi. Two bedrooms (sleeps up to 5 people). You've just found your space to enjoy the beauty of Rio de Janeiro, the Marvelous City.",2025-06-02,Leblon,-22.98372587354939,-43.21771399709297,Entire home/apt,5.0,1.5,2.0,3.0,600.0,4.0,4.5,False
2268823,https://www.airbnb.com/rooms/2268823,20250926170004.0,2025-09-27,YNDU HOME-  Amazing Ocean Front Loft, Modern Ocean front loft.<br />5 Bedrooms + 8 Washrooms<br />8500 sq. ft of Luxury<br />Spa Garden /Mastersuite  1000 sq.<br />Indoor/Out door bath<br />Infinity edge pool  & BBQ<br />24 Hr Security<br /><br />On Demand<br />Chef<br />Car  Service <br />Private Security<br />24 Hr Concierge,2011-11-20,Joá,-23.00818,-43.28831,Entire home/apt,10.0,8.0,5.0,5.0,12322.0,,,False
786746164706034064,https://www.airbnb.com/rooms/786746164706034064,20250926170004.0,2025-09-27,Conjugado Quarto e Sala Lapa (3),"This apartment is rented by Will's Seasons. It is close to the Selaron Staircase, Arcos da Lapa, and southern beaches. You'll love my place because of the tranquility, the location and the ambiance. It is good for couples, solo adventurers and families (with kids). The apartment is fully equipped with a stove, refrigerator, microwave, plates, silverware, pots, blender, sandwich maker, toaster, beds with full bedding, air conditioning, TV, ceiling fan. (no towels).",2016-07-14,Santa Teresa,-22.9170887,-43.1783297,Entire home/apt,4.0,1.0,1.0,2.0,150.0,4.32,4.41,False
2489727,https://www.airbnb.com/rooms/2489727,20250926170004.0,2025-09-27,Private room in Ipanema,"Situated in the “Arpoador“ in Ipanema, the apartment has 3 bedrooms, living room, dining room, kitchen and 2 bathrooms. Silent, very close to the ipanema subway station. It is located 50 meters away from Ipanema beach and 350 meters away from Copacabana beach. There are several restaurants and bars near by, as well as nigth clubs, supermarkets and cambio exchange.",2018-02-06,Ipanema,-22.98703,-43.19502,Private room,2.0,1.0,1.0,1.0,154.0,4.73,4.78,False
1009243095645419359,https://www.airbnb.com/rooms/1009243095645419359,20250926170004.0,2025-09-26,"Casa aconchegante, com quintal.","Ideal place for a rest, cozy and very quiet house, family atmosphere!",2023-10-24,Realengo,-22.8845214,-43.4323326,Entire home/apt,4.0,1.0,1.0,2.0,350.0,,,False
1008005979342286639,https://www.airbnb.com/rooms/1008005979342286639,20250926170004.0,2025-09-27,Carioca Home / 2 BR Ipanema,"Apartment in the heart of Ipanema, high floor, free view, cozy newly renovated with a lot of style.<br />With a beautiful spacious and comfortable living room, dining room, full American kitchen, 2 bedrooms, one of which is an en-suite, both with air-conditioning, ceiling fan and blackout, but a full social bathroom, service area with washing machine.<br />24-hour concierge, wifi, covered space for 1 car.<br />A few meters from the wonderful Ipanema beach beach",2017-01-15,Ipanema,-22.98445,-43.19825,Entire home/apt,4.0,2.0,2.0,2.0,665.0,5.0,4.97,False
937655591010489782,https://www.airbnb.com/rooms/937655591010489782,20250926170004.0,2025-09-27,(Novíssimo) Luxuoso Apart - P9,"Located in Ipanema 5 minutes from Lagoa and 7 minutes from Metro and Posto 9 ( Praia de Ipanema). Close to restaurants, bakeries, bars, markets. The condominium has a 24-hour concierge, Kids area, 6 elevators, paid indoor parking (under reservation) and sale of internal convenience in the building.",2021-02-25,Ipanema,-22.9808553,-43.1990083,Entire home/apt,3.0,1.0,1.0,2.0,280.0,4.97,4.9,False
969781892259518973,https://www.airbnb.com/rooms/969781892259518973,20250926170004.0,2025-09-27,Tiny Studio Nation Copacabana,"There may be noise of work in commercial hours, due to maintenance in the nearby building and apartments.<br /><br />Welcome to Your apt in Rio ❤ Design clean and sophisticated to improve your trip on Airbnb! Lindo Studio Decorated by Designer, all thought about his experience, Tiny House Nation style with several features in addition to split air conditioning, equipped kitchen, TV 4k smart, just minutes from the beach! Close to restaurants, supermarkets , bars, pharmacies, everything at your fingertips!",2014-06-27,Copacabana,-22.961849361458857,-43.1751612377224,Entire home/apt,3.0,1.0,1.0,2.0,191.0,4.88,4.93,False
17052437,https://www.airbnb.com/rooms/17052437,20250926170004.0,2025-09-27,Awesome Penthouse 4 bedrooms near of Copa beach !,"Amazing penthouse of 260 m² with 4 bedrooms (1 ensuite) localized in a safe residence near of Copacabana beach and 5 minute walking of the metropolitan station and bus. WIFI, TV, washing machine, air-conditionning, pretty and pleasant terrace perfect for barbecue, complete kitchen, two bedrooms conexed, equipated for turism business... Security 24h/24 by doormen and cameras in the building!<br /><br />Very good quality/price!",2016-08-24,Copacabana,-22.96772,-43.17911,Entire home/apt,10.0,3.5,4.0,8.0,1363.0,5.0,5.0,True
11414672,https://www.airbnb.com/rooms/11414672,20250926170004.0,2025-09-27,quarto Alto Jardim Botânico,"Bedroom, large house in a quiet street, overlooking a Botanical Garden and Lagoon to the neighborhoods of Ipanema and Leblon. Easy access to public transportation. Varied restaurants and neighborhood shops",2016-02-22,Jardim Botânico,-22.96497,-43.229,Private room,1.0,1.5,1.0,1.0,95.0,4.81,4.86,False
1365288877138958149,https://www.airbnb.com/rooms/1365288877138958149,20250926170004.0,2025-09-27,Apart na Praia da Barra,"The apartment is located in Praia da Barra, next to post 6. It has a bedroom with a double bed, a single bed and a mattress on the floor, for up to 4 guests. The view of the apartment is very privileged  to the sea. Crossing the street you are standing in the sand. Very airy, air-conditioned in the bedroom, this is on the 10th floor being the living room very ventilated. The condominium has parking, restaurant, fitness center, adult and children's swimming pool. We have WI-FI, linens and bathrooms.",2020-06-26,Barra da Tijuca,-23.009195074628373,-43.34396895915658,Entire home/apt,4.0,1.0,1.0,2.0,352.0,4.0,3.67,False
9734007,https://www.airbnb.com/rooms/9734007,20250926170004.0,2025-09-27,Meirelles House Recreio,"Enjoy an unforgettable stay with all your family in this amazing place to<br />20 m from Praia do Recreio and close to all necessary commerce.<br />The apartment, which was the residence of filmmaker Wallace Meirelles, equipped with: Wi-Fi, air conditioning in the 2 suites, TV with the streaming channels in the main suite and in the living room, full kitchen, bed linen and towels. In the condominium there are dry saunas, 2 swimming pools, 2 bicycles, video game, all for your comfort and fun moments.",2015-11-30,Recreio dos Bandeirantes,-23.02588,-43.50668,Entire home/apt,8.0,0.5,2.0,2.0,3000.0,4.67,4.52,False
665910990216540133,https://www.airbnb.com/rooms/665910990216540133,20250926170004.0,2025-09-27,AP 3.2 Flat na Barra da Tijuca a 500m da praia,"Embrace simplicity in this quiet and well-located place.<br />Close to the main shopping center of Barra da Tijuca - RJ, bars, restaurants, transportation, concert halls, theaters, City of the Arts,  with a ferry to walk to the beach between post 5 and 6 of the Barra waterfront and 10 minutes from Av. Olegário Maciel and the main clubs.<br />Here you will move easily between the tranquility and the buzz of the wonderful city!",2016-05-27,Barra da Tijuca,-23.0054,-43.34155,Entire home/apt,2.0,1.0,1.0,2.0,261.0,4.83,4.83,True
1345224761162975378,https://www.airbnb.com/rooms/1345224761162975378,20250926170004.0,2025-09-27,Quarto privado no estilo loft,"Cozy and modern ambiance. The space has a private bathroom, comfortable double bed, small office ideal for those who need a quiet corner, as well as a coffee maker to guarantee that fresh breakfast in the morning. The large closet offers plenty of room to organize your clothes and belongings. Although it does not have air-conditioning, the room has a fan, ensuring a gentle breeze for pleasant nights.",2014-11-09,Santa Teresa,-22.92057028770296,-43.18240729629517,Entire home/apt,1.0,1.0,1.0,1.0,198.0,5.0,4.8,False
9863894,https://www.airbnb.com/rooms/9863894,20250926170004.0,2025-09-27,Flat in Barra - Rio de Janeiro,"Flat by the sea at Barra beach, small and cozy, great location and wonderful view!",2013-10-09,Barra da Tijuca,-23.0109,-43.32113,Entire home/apt,4.0,1.0,1.0,2.0,514.0,4.8,4.9,False
1226964480761179156,https://www.airbnb.com/rooms/1226964480761179156,20250926170004.0,2025-09-27,cobertura posto 2,Take a break to relax in this serene oasis.,2024-08-19,Copacabana,-22.96983,-43.18004,Entire home/apt,6.0,1.0,1.0,1.0,3566.0,,,False
1451491181078380872,https://www.airbnb.com/rooms/1451491181078380872,20250926170004.0,2025-09-27,Ap. Luxo Hotel Nacional Rio,"This unique place has its own style. A true work of art, with iconic details. Recognized as a historical and cultural heritage of humanity, the Hotel Nacional Rio de Janeiro was designed by Oscar Niemeyer and its gardens were designed by Burle Marx, respectively one of the main architects and landscapers of the century. A true experience in terms of sophistication and avant-garde, strategic location, facing the sea of the charming neighborhood of São Conrado. Allow yourself!",2025-06-25,Vidigal,-22.99698,-43.23961,Private room,4.0,1.0,1.0,1.0,632.0,,,False
763052369747338166,https://www.airbnb.com/rooms/763052369747338166,20250926170004.0,2025-09-27,"Novíssimo! Sensacional 2 e 3 Quartos, pé na areia","The apartment has been entirely renovated and decorated by an architect exclusively to serve guests who want to enjoy a season with comfort, welcoming, cozy and with everything you deserve for an amazing stay, in a super sought-after and practical neighborhood for tourists. The apartment offers safety, tranquility, well-being, is complete, finally, cuddly embraces the guests! HIGHLIGHT: The building is in front of Copacabana Beach. Side view of the apartment is to the sea.",2015-02-04,Copacabana,-22.97024,-43.18493,Entire home/apt,6.0,2.5,3.0,5.0,739.0,4.66,4.75,False
10596430,https://www.airbnb.com/rooms/10596430,20250926170004.0,2025-09-27,Penthouse Studio in Ipanema with terrace,"A tastefully decorated studio penthouse in Ipanema with its own private terrace (renovated in May 2024) with sun loungers and shower. Perfect for sunbathing without having to leave your home from home! The apartment is located on a quiet, residential no through road just a 8 minute stroll from the beach and 5 minute walk to Ipanema's restaurants, shops, bars and metro station. It is equipped with a split air conditioning unit .",2013-08-24,Ipanema,-22.98163,-43.1993,Entire home/apt,2.0,1.0,0.0,1.0,270.0,4.74,4.82,False
1366072681134744699,https://www.airbnb.com/rooms/1366072681134744699,20250926170004.0,2025-09-27,8) Pousada Mirante 8,Surround yourself with style in this exceptional space.,2018-09-17,Santa Teresa,-22.92706,-43.19244,Private room,2.0,1.0,1.0,1.0,235.0,5.0,5.0,True
1386445492589973831,https://www.airbnb.com/rooms/1386445492589973831,20250926170004.0,2025-09-27,Apartamento Luxo ao lado metrô Barra da Tijuca,This elegant accommodation is perfect for group travel.,2025-03-12,Barra da Tijuca,-23.0080339601137,-43.310587667459096,Entire home/apt,6.0,4.5,4.0,4.0,1530.0,5.0,5.0,True
1066882490387112720,https://www.airbnb.com/rooms/1066882490387112720,20250926170004.0,2025-09-27,Home Rio,"Accommodate yourself in comfort and style in the South Zone of Rio de Janeiro.<br /><br />This modern apartment is ideal for family travel, business or courses, located close to the subway and Flamengo beach, with easy access to leisure and services.<br /><br />It has Wi-Fi, air-conditioning, a flat-screen TV with all channels available, an equipped kitchen, a double bed and two single beds, bed and bath linens, and is in a safe and practical place with comfort waiting for you.",2024-01-11,Flamengo,-22.9327,-43.1765,Entire home/apt,4.0,1.0,1.0,3.0,233.0,4.5,4.5,True
14295049,https://www.airbnb.com/rooms/14295049,20250926170004.0,2025-09-26,Quarto em frente ao Maracanã,"Room in the Maracanã, great location close to the stadium, close to the subway and market.<br /><br />My space is good for couples and solo adventurers.",2016-08-01,Maracanã,-22.91439,-43.23199,Private room,2.0,1.0,1.0,1.0,227.0,5.0,5.0,True
1126180843387903261,https://www.airbnb.com/rooms/1126180843387903261,20250926170004.0,2025-09-27,Silencioso e Central a 300m da Praia de Copacabana,"Quiet and well-located studio with kitchen and bathroom, prepared with great affection to receive you and a 3-minute walk to Copacabana Beach - Posto 4!<br /><br />Rear window, most central location possible, close to markets, subway, bus and a variety of shops and restaurants.<br /><br />24-hour concierge, secure building, elevator, air-conditioning, Smart TV, Wi-Fi. Linens included!<br /><br />There is a paid parking lot very close to the building.<br /><br />Any questions, let me know!",2014-10-15,Copacabana,-22.970933,-43.1876107,Entire home/apt,2.0,1.0,1.0,1.0,159.0,4.78,4.78,True
2947331,https://www.airbnb.com/rooms/2947331,20250926170004.0,2025-09-27,A nice place in Ipanema,"A bright flat for you to stay in Rio de Janeiro, near beaches, the Lagoon and the subway.",2014-05-03,Ipanema,-22.98358,-43.19645,Entire home/apt,3.0,1.5,1.0,3.0,390.0,4.89,4.92,False
1316697691464773247,https://www.airbnb.com/rooms/1316697691464773247,20250926170004.0,2025-09-27,Quarto amplo Arejado,"Forget your worries in this quiet, spacious place.",2015-07-03,Copacabana,-22.98251,-43.19532,Private room,2.0,1.0,1.0,1.0,350.0,3.0,4.0,False
50402528,https://www.airbnb.com/rooms/50402528,20250926170004.0,2025-09-27,Studio on Ipanema beach | PM 269/407,"Experience the best of Ipanema in this exclusive apartment! Located in a noble and safe area, it combines proximity to shops and the tranquillity of Prudente de Morais street. The accommodation is complete, you'll find all the necessary items for a good stay such as air conditioning, 125mbps internet, workstation and smart TV. Just one block from the beach and a few steps from the General Osório metro station.",2013-04-19,Ipanema,-22.98496,-43.19892,Entire home/apt,4.0,1.0,1.0,2.0,283.0,4.53,4.67,False
37904648,https://www.airbnb.com/rooms/37904648,20250926170004.0,2025-09-27,Em frente ao Riocentro. Entre 2 shoppings🐕🌈,"The place is super quiet, there is a lot of green, you can exercise outdoors , because it is close to the bike path, in addition to beautiful beaches next to the neighborhood. <br />the venue caters to all tastes. Those who like the night will also be able to enjoy a lot. <br />Bank, supermarket, bakery, beauty salon, laundry, bars and restaurants can do everything on foot. <br />Apartment decorated with simplicity, but you can reach and feel at home, as it is fully furnished and the kitchen with household items.",2019-08-04,Jacarepaguá,-22.9728,-43.41097,Entire home/apt,5.0,1.0,2.0,5.0,162.0,4.85,4.79,False
11911914,https://www.airbnb.com/rooms/11911914,20250926170004.0,2025-09-27,Excellent furnished apartment in Botafogo,"A great apartment in passagem Street: silent, Lighted, clean and ventilated place. Spectacular location: next to subway, shopping malls, banks and varied stores. Residential building. Complete furniture in great condition. Is just a few minutes from Copa and Urca.",2016-03-18,Botafogo,-22.95369,-43.18294,Entire home/apt,3.0,1.0,1.0,2.0,122.0,4.61,4.65,False
1089049722687291522,https://www.airbnb.com/rooms/1089049722687291522,20250926170004.0,2025-09-27,Leblon apartamento luxo 2 Quartos 1 suíte garagem,"Vista do Cristo Redentor, a 10-minute walk to the Lagoa and beach, close to PUC, Jockey Club, Clube de Regatas do Flamengo, shopping of Gávea, Leblon shopping, ample shopping (restaurants, pharmacies). In addition to the vast access to transportation.",2014-10-18,Leblon,-22.97784,-43.2256,Entire home/apt,4.0,3.0,2.0,3.0,729.0,5.0,4.92,False
1505907456804441775,https://www.airbnb.com/rooms/1505907456804441775,20250926170004.0,2025-09-27,cobertura incrível e no pico do Recreio,"Enjoy a unique experience, a quiet location, well located, and with exuberant nature.<br />perfect location, on the beach block, a street with plenty of shops, many markets, restaurants, bars, diverse shops.<br />easy and fast transport..",2024-07-04,Recreio dos Bandeirantes,-23.029105887796806,-43.47284942865372,Private room,2.0,1.0,1.0,1.0,200.0,5.0,5.0,True
1100595394190509384,https://www.airbnb.com/rooms/1100595394190509384,20250926170004.0,2025-09-27,"Luxury Apartment, Exclusive Design","World-class luxury experience at an exclusive address. Perfectly situated in the middle of Copacabana, steps away from its world-famous beach, this fresh, modern & sophisticated apartment puts you in the heart of Rio’s most exciting neighborhood where many restaurants, coffee shops and beach activities are right outside your door. Enjoy your morning coffee or sunset cocktail gazing at the tree-lined street and beach from your private outdoor terrace.",2024-02-26,Copacabana,-22.976771697715623,-43.190797250262456,Entire home/apt,6.0,2.0,2.0,4.0,890.0,4.98,4.98,True
547715332363899857,https://www.airbnb.com/rooms/547715332363899857,20250926170004.0,2025-09-27,Apartamento inteiro em área nobre do Centro,"The best place in the city center. Close to markets, pharmacies, bars and restaurants, far from the noise. Condominium in a family and forested square. Easy access to Centro, Lapa, Santa Teresa, Glória and landfill. Excellent amenity without complication.<br />****<br />Highly searched listing BOOK NOW<br />Excellent WI-FI, electronic lock<br />****<br />LGBTQ+ friendly",2015-09-22,Centro,-22.91692,-43.18839,Entire home/apt,2.0,1.0,1.0,1.0,110.0,4.75,4.73,False
1349367209946630961,https://www.airbnb.com/rooms/1349367209946630961,20250926170004.0,2025-09-27,Quarto em Copa (Posto 6) na quadra da praia,"Stay in Copacabana (Posto 6), on the beach block!  Cozy room for up to 4 people, with 1 double bed + 2 single beds, private bathroom, minibar, TV, iron, hair dryer, towels, bed linen, coffee maker and sandwich maker. Safe street, close to restaurants, subway and shops. Building with 24/7 concierge. Shared environment with 1 resident, in an atmosphere of respect and good coexistence. We don't accept visitors. Book now and guarantee your unforgettable stay! 🌊🏠",2015-07-22,Copacabana,-22.9818682,-43.1909218,Private room,4.0,1.0,1.0,2.0,219.0,5.0,4.75,False
1307540094985550472,https://www.airbnb.com/rooms/1307540094985550472,20250926170004.0,2025-09-27,Copacabana praia e mar apartamento,"This is the apartment where I live, I like to receive people and I also rent when I'm not in Rio de Janeiro. <br /><br />Newly renovated, complete, excellent for those who want to live a few days as a resident of Copacabana. <br /><br />The living room and one of the bedrooms have a sea view. <br /><br />We have a balcony with gas barbecue, to enjoy the look without too much stress.",2016-10-30,Copacabana,-22.966528545845765,-43.17736313995634,Entire home/apt,4.0,1.0,2.0,2.0,1200.0,5.0,5.0,True
970438062504309682,https://www.airbnb.com/rooms/970438062504309682,20250926170004.0,2025-09-27,Praia de Copacabana junto Mar e Copacabana Palace,"Fully Family and Safe Building with 24-HOUR DOORMAN and GARAGE WITH VALET, INCLUDING FOR LARGE CARS.<br /><br />Apartment 200 metres away from Praia Juntinho  Hotel Copacabana Palace - Posto 03. BEST POINT OF COPACABANA, <br /><br />Next To Sugar Loaf, Board For Cristo, Metro, Special Free Bus to Shopping Rio Sul. <br /><br />Cozy, airy, unobstructed view, high floor with a lot of style and good taste.<br /><br />Designed Space to Functional, Comfortable, and to Feel at Home.",2018-08-10,Copacabana,-22.9657542,-43.1810204,Entire home/apt,5.0,1.0,1.0,3.0,275.0,4.81,4.8,False
